Afghanistan,1952,8425333,Asia,28.801,779.4453145
Afghanistan,1957,9240934,Asia,30.332,820.8530296
Afghanistan,1962,10267083,Asia,31.997,853.10071
Afghanistan,1967,11537966,Asia,34.02,836.1971382
Afghanistan,1972,13079460,Asia,36.088,739.9811058
Afghanistan,1977,14880372,Asia,38.438,786.11336
Afghanistan,1982,12881816,Asia,39.854,978.0114388
Afghanistan,1987,13867957,Asia,40.822,852.3959448
Afghanistan,1992,16317921,Asia,41.674,649.3413952
Afghanistan,1997,22227415,Asia,41.763,635.341351
Afghanistan,2002,25268405,Asia,42.129,726.7340548
Afghanistan,2007,31889923,Asia,43.828,974.5803384
Bahrain,1952,120447,Asia,50.939,9867.084765
Bahrain,1957,138655,Asia,53.832,11635.79945
Bahrain,1962,171863,Asia,56.923,12753.27514
Bahrain,1967,202182,Asia,59.923,14804.6727
Bahrain,1972,230800,Asia,63.3,18268.65839
Bahrain,1977,297410,Asia,65.593,19340.10196
Bahrain,1982,377967,Asia,69.052,19211.14731
Bahrain,1987,454612,Asia,70.75,18524.02406
Bahrain,1992,529491,Asia,72.601,19035.57917
Bahrain,1997,598561,Asia,73.925,20292.01679
Bahrain,2002,656397,Asia,74.795,23403.55927
Bahrain,2007,708573,Asia,75.635,29796.04834
Bangladesh,1952,46886859,Asia,37.484,684.2441716
Bangladesh,1957,51365468,Asia,39.348,661.6374577
Bangladesh,1962,56839289,Asia,41.216,686.3415538
Bangladesh,1967,62821884,Asia,43.453,721.1860862
Bangladesh,1972,70759295,Asia,45.252,630.2336265
Bangladesh,1977,80428306,Asia,46.923,659.8772322
Bangladesh,1982,93074406,Asia,50.009,676.9818656
Bangladesh,1987,103764241,Asia,52.819,751.9794035
Bangladesh,1992,113704579,Asia,56.018,837.8101643
Bangladesh,1997,123315288,Asia,59.412,972.7700352
Bangladesh,2002,135656790,Asia,62.013,1136.39043
Bangladesh,2007,150448339,Asia,64.062,1391.253792
Cambodia,1952,4693836,Asia,39.417,368.4692856
Cambodia,1957,5322536,Asia,41.366,434.0383364
Cambodia,1962,6083619,Asia,43.415,496.9136476
Cambodia,1967,6960067,Asia,45.415,523.4323142
Cambodia,1972,7450606,Asia,40.317,421.6240257
Cambodia,1977,6978607,Asia,31.22,524.9721832
Cambodia,1982,7272485,Asia,50.957,624.4754784
Cambodia,1987,8371791,Asia,53.914,683.8955732
Cambodia,1992,10150094,Asia,55.803,682.3031755
Cambodia,1997,11782962,Asia,56.534,734.28517
Cambodia,2002,12926707,Asia,56.752,896.2260153
Cambodia,2007,14131858,Asia,59.723,1713.778686
China,1952,556263527.999989,Asia,44,400.448610699994
China,1957,637408000,Asia,50.54896,575.9870009
China,1962,665770000,Asia,44.50136,487.6740183
China,1967,754550000,Asia,58.38112,612.7056934
China,1972,862030000,Asia,63.11888,676.9000921
China,1977,943455000,Asia,63.96736,741.2374699
China,1982,1000281000,Asia,65.525,962.4213805
China,1987,1084035000,Asia,67.274,1378.904018
China,1992,1164970000,Asia,68.69,1655.784158
China,1997,1230075000,Asia,70.426,2289.234136
China,2002,1280400000,Asia,72.028,3119.280896
China,2007,1318683096,Asia,72.961,4959.114854
Hong Kong China,1952,2125900,Asia,60.96,3054.421209
Hong Kong China,1957,2736300,Asia,64.75,3629.076457
Hong Kong China,1962,3305200,Asia,67.65,4692.648272
Hong Kong China,1967,3722800,Asia,70,6197.962814
Hong Kong China,1972,4115700,Asia,72,8315.928145
Hong Kong China,1977,4583700,Asia,73.6,11186.14125
Hong Kong China,1982,5264500,Asia,75.45,14560.53051
Hong Kong China,1987,5584510,Asia,76.2,20038.47269
Hong Kong China,1992,5829696,Asia,77.601,24757.60301
Hong Kong China,1997,6495918,Asia,80,28377.63219
Hong Kong China,2002,6762476,Asia,81.495,30209.01516
Hong Kong China,2007,6980412,Asia,82.208,39724.97867
India,1952,3.72e+08,Asia,37.373,546.5657493
India,1957,4.09e+08,Asia,40.249,590.061996
India,1962,4.54e+08,Asia,43.605,658.3471509
India,1967,5.06e+08,Asia,47.193,700.7706107
India,1972,5.67e+08,Asia,50.651,724.032527
India,1977,6.34e+08,Asia,54.208,813.337323
India,1982,7.08e+08,Asia,56.596,855.7235377
India,1987,7.88e+08,Asia,58.553,976.5126756
India,1992,8.72e+08,Asia,60.223,1164.406809
India,1997,9.59e+08,Asia,61.765,1458.817442
India,2002,1034172547,Asia,62.879,1746.769454
India,2007,1110396331,Asia,64.698,2452.210407
Indonesia,1952,82052000,Asia,37.468,749.6816546
Indonesia,1957,90124000,Asia,39.918,858.9002707
Indonesia,1962,99028000,Asia,42.518,849.2897701
Indonesia,1967,109343000,Asia,45.964,762.4317721
Indonesia,1972,121282000,Asia,49.203,1111.107907
Indonesia,1977,136725000,Asia,52.702,1382.702056
Indonesia,1982,153343000,Asia,56.159,1516.872988
Indonesia,1987,169276000,Asia,60.137,1748.356961
Indonesia,1992,184816000,Asia,62.681,2383.140898
Indonesia,1997,199278000,Asia,66.041,3119.335603
Indonesia,2002,211060000,Asia,68.588,2873.91287
Indonesia,2007,223547000,Asia,70.65,3540.651564
Iran,1952,17272000,Asia,44.869,3035.326002
Iran,1957,19792000,Asia,47.181,3290.257643
Iran,1962,22874000,Asia,49.325,4187.329802
Iran,1967,26538000,Asia,52.469,5906.731805
Iran,1972,30614000,Asia,55.234,9613.818607
Iran,1977,35480679,Asia,57.702,11888.59508
Iran,1982,43072751,Asia,59.62,7608.334602
Iran,1987,51889696,Asia,63.04,6642.881371
Iran,1992,60397973,Asia,65.742,7235.653188
Iran,1997,63327987,Asia,68.042,8263.590301
Iran,2002,66907826,Asia,69.451,9240.761975
Iran,2007,69453570,Asia,70.964,11605.71449
Iraq,1952,5441766,Asia,45.32,4129.766056
Iraq,1957,6248643,Asia,48.437,6229.333562
Iraq,1962,7240260,Asia,51.457,8341.737815
Iraq,1967,8519282,Asia,54.459,8931.459811
Iraq,1972,10061506,Asia,56.95,9576.037596
Iraq,1977,11882916,Asia,60.413,14688.23507
Iraq,1982,14173318,Asia,62.038,14517.90711
Iraq,1987,16543189,Asia,65.044,11643.57268
Iraq,1992,17861905,Asia,59.461,3745.640687
Iraq,1997,20775703,Asia,58.811,3076.239795
Iraq,2002,24001816,Asia,57.046,4390.717312
Iraq,2007,27499638,Asia,59.545,4471.061906
Israel,1952,1620914,Asia,65.39,4086.522128
Israel,1957,1944401,Asia,67.84,5385.278451
Israel,1962,2310904,Asia,69.39,7105.630706
Israel,1967,2693585,Asia,70.75,8393.741404
Israel,1972,3095893,Asia,71.63,12786.93223
Israel,1977,3495918,Asia,73.06,13306.61921
Israel,1982,3858421,Asia,74.45,15367.0292
Israel,1987,4203148,Asia,75.6,17122.47986
Israel,1992,4936550,Asia,76.93,18051.52254
Israel,1997,5531387,Asia,78.269,20896.60924
